epoch,train_critic_loss,train_critic_real_score,train_critic_fake_score,train_gradient_penalty,train_generator_loss,train_generator_score,train_vol_penalty,val_generator_loss,val_critic_real_score,val_critic_fake_score,val_wasserstein_estimate,val_mean_gap,val_vol_gap
37,-0.9103092207746991,-57.076823477017676,-58.01256451364291,0.0025431816392159877,59.01967685505495,-59.01963133731131,9.13369739603279e-06,64.91649373372395,-64.15489934285482,-64.91649373372395,0.7615943908691406,0.0005116728018037975,0.0022500788482526938
38,-0.8946241160570565,-59.619888758255264,-60.53632451720157,0.0021811641374863367,61.52802606356346,-61.52798351999056,8.448880685213904e-06,65.07616831461588,-64.33921076456706,-65.07616831461588,0.7369575500488281,0.00042153510148637,0.002147766559695204
39,-0.8976004750041638,-61.01832393064337,-61.93680844064486,0.0020884031832407593,63.50579006389036,-63.50576116270938,5.7973631663702756e-06,61.628743743896486,-60.953287506103514,-61.628743743896486,0.6754562377929687,0.0005383512238040566,0.004168378716955582
40,-0.8818843182870897,-58.25182471841069,-59.15515072062864,0.0021441682654736818,60.343624438269664,-60.343583705061576,8.130701401615486e-06,59.18107274373372,-58.43613204956055,-59.18107274373372,0.7449406941731771,0.0004994682773637275,0.0024999092953900495
41,-0.9043979099241354,-58.41710501202082,-59.346110909672106,0.0024607984612545915,60.486581446760795,-60.48655564906233,5.138900197549847e-06,67.57500762939453,-66.81641591389975,-67.57500762939453,0.7585917154947917,0.0005790624340685706,0.002059515394891302
42,-0.9166655116162058,-57.54754017975371,-58.48565460463702,0.0021448913846713476,59.690836179054386,-59.690814519332626,4.318264750586191e-06,60.371419270833336,-59.5998779296875,-60.371419270833336,0.7715413411458333,0.0003630851162597537,0.0018654536145428816
43,-0.9063043806512477,-60.1136090553413,-61.04441005900755,0.0024496625513982786,61.95461919752218,-61.954590102373544,5.786081928972173e-06,65.3990702311198,-64.64092636108398,-65.3990702311198,0.7581438700358073,0.0003038856744145354,0.002672332680473725
44,-0.889899492263794,-63.056803945767676,-63.96877573304257,0.0022072296284269383,65.18843201459464,-65.18840654017562,5.2182315704481815e-06,68.04402567545573,-67.26002349853516,-68.04402567545573,0.784002176920573,0.00037150624751423796,0.001959429510558645
45,-0.8927706480026245,-63.1381520416777,-64.05701123253773,0.0026088543369442666,64.94315448049771,-64.94312040684586,6.740194930127966e-06,68.9197260538737,-68.1426767985026,-68.9197260538737,0.7770492553710937,0.0004130313347559422,0.0026242687677343686
46,-0.9004714579905494,-63.323460530426544,-64.25152801255048,0.00275960239760333,65.02376944331799,-65.02373362395723,7.1254838970208626e-06,67.274636332194,-66.50032755533854,-67.274636332194,0.7743087768554687,0.0005100128590129315,0.0024427111415813367
47,-0.9212956004223581,-64.66412133685613,-65.6020132808362,0.0016596341299453467,67.04761718491376,-67.04759345620366,4.800740714279651e-06,69.2330307006836,-68.5171641031901,-69.2330307006836,0.7158665974934896,0.00043597347879161436,0.0029752925659219426
48,-0.9005654757305727,-65.50865839295469,-66.4350426237462,0.0025818759177898263,67.21888551873676,-67.21886308314437,4.438766628651538e-06,66.7402219136556,-65.97237345377604,-66.7402219136556,0.7678484598795573,0.0005356938170734793,0.0019923556596040727
49,-0.9208944359068143,-64.74584682917191,-65.69201576103599,0.0025274500537415083,66.65423111996408,-66.65420836109226,4.604649679464982e-06,70.60507405598959,-69.83762715657552,-70.60507405598959,0.7674468994140625,0.0005005260716037204,0.0021561318232367435
50,-0.9119034399420528,-63.70840311858613,-64.65042935387562,0.00301227974508084,65.66264013516701,-65.6626109107066,5.812396296786866e-06,58.37022018432617,-57.77444712320963,-58.37022018432617,0.5957730611165365,0.0012175619058931867,0.0021353282189617556
51,-0.9303911277803324,-69.60084391448457,-70.55718709654727,0.0025952050242359923,71.62152869014416,-71.62150425021932,4.89988390700862e-06,80.68676961263021,-79.9103022257487,-80.68676961263021,0.7764673868815104,0.0003546547164053967,0.0023254127707332374
52,-0.9162483437586639,-73.67113753496591,-74.61222477282507,0.002483888948286915,75.8522473997989,-75.85222612801245,4.2780011773498635e-06,79.74952239990235,-78.96982116699219,-79.74952239990235,0.7797012329101562,0.00046747870898495116,0.002190330671146512
53,-0.92156712786626,-74.47536261607024,-75.41569350937665,0.0018763761970873574,77.00448711847855,-77.00446384235964,4.7164964205691475e-06,81.63570404052734,-80.8735575358073,-81.63570404052734,0.7621465047200521,0.0004430878325365484,0.0018807306963329513
54,-0.9409401174318992,-77.10653725316969,-78.07050595041049,0.002302858207998324,79.42508994926841,-79.4250735266734,3.2867146189145988e-06,89.64769948323568,-88.82377573649089,-89.64769948323568,0.8239237467447916,0.00040388221580845617,0.0016461554526661832
55,-0.9184486057798741,-80.65882395081601,-81.59819483352919,0.0020922274788510117,82.82257519738148,-82.8225550247451,4.0185050045816386e-06,90.15874684651693,-89.38022359212239,-90.15874684651693,0.7785232543945313,0.0003536370068710918,0.0020925396587699653
56,-0.9109555442454451,-81.22549619513043,-82.1611524678893,0.002470072396336344,83.07123501017942,-83.0712140616724,4.1409397978233015e-06,85.32132975260417,-84.54484151204427,-85.32132975260417,0.7764882405598958,0.0004491519454556207,0.0026290609501302244
57,-0.9196037488468622,-78.63800992804059,-79.57781012583587,0.0020196446914608605,80.96739287295584,-80.96737257100769,4.135470956082257e-06,85.51204783121744,-84.7052485148112,-85.51204783121744,0.80679931640625,0.0004048576229251921,0.0017391826569413146
58,-0.9285705625000646,-76.12119732872914,-77.07127755375232,0.002150966541671936,78.20615968865863,-78.20613874015162,4.184455631622182e-06,79.78811187744141,-79.03306732177734,-79.78811187744141,0.7550445556640625,0.00044929741028075417,0.002048549110380312
59,-0.9167178050946381,-77.2775298296395,-78.21870357707395,0.0024455944068781177,79.33680828547074,-79.33678824214611,3.961048328087831e-06,84.40735524495443,-83.61103871663411,-84.40735524495443,0.7963165283203125,0.0004684517936160167,0.002132165253472825
60,-0.9349137726476637,-82.21301747984805,-83.1674772359557,0.001954598226155336,84.41291524596133,-84.41289507332495,4.030011696467212e-06,90.2031992594401,-89.39729309082031,-90.2031992594401,0.8059061686197917,0.0005049826480293026,0.0022194854139039916
61,-0.9420154842279725,-87.05146569720769,-88.01168163752152,0.0018200457157267226,89.78587690450378,-89.78585867154396,3.663240415520149e-06,101.56876780192057,-100.73423461914062,-101.56876780192057,0.8345331827799479,0.00044381017990720767,0.0023176962044090033
62,-0.941630520052829,-90.82071207337461,-91.77754366599908,0.0015201072977615079,93.48004227977688,-93.4800248226877,3.457091656470103e-06,96.20411478678385,-95.38050893147786,-96.20411478678385,0.8236058553059896,0.0004700724210124463,0.0023193708310524624
63,-0.908720626669415,-90.97042600987321,-91.8947054329565,0.0015558797942071963,93.5026631759385,-93.50264610678462,3.4839440867456734e-06,95.41024932861328,-94.63787536621093,-95.41024932861328,0.7723739624023438,0.0005680222491112848,0.0023182181331018606
64,-0.921592652797699,-89.2606992559918,-90.20017307087527,0.0017881159250371917,91.4364736524679,-91.4364558074434,3.5629235121709596e-06,98.921701558431,-98.09210255940755,-98.921701558431,0.8295989990234375,0.00045507549463460843,0.0026255983393639326
65,-0.8973282232122907,-86.0952303611626,-87.01352277852722,0.0020964191674049627,88.11874777583752,-88.11873096530721,3.3842628700937383e-06,92.59827067057292,-91.76683400472005,-92.59827067057292,0.8314366658528646,0.0004062818130478263,0.0018674769749244054
66,-0.9378682627516278,-88.41913307319253,-89.37193569894565,0.001493436563562728,91.18505122297901,-91.18503415382514,3.466546115952828e-06,104.0377680460612,-103.18675181070964,-104.0377680460612,0.8510162353515625,0.0004296472664767255,0.0017701588803902268
67,-0.9343897417440252,-93.00967394295385,-93.96354015802933,0.0019476475769760466,95.2116928100586,-95.21167638746358,3.2075847838761116e-06,102.31476287841797,-101.48997395833334,-102.31476287841797,0.8247889200846354,0.0003296510549262166,0.0021778839795539777
68,-0.9525081434492337,-96.07914345951404,-97.04989106776351,0.0018239467867484347,98.65866748357223,-98.65865093166545,3.2904703965545256e-06,107.29359639485678,-106.47868499755859,-107.29359639485678,0.8149113972981771,0.00037864238256588576,0.0021954162356754145
69,-0.9500984276755381,-100.4674876584845,-101.43691214868578,0.001932606368889969,102.91536221261752,-102.91534501415188,3.3565836436198077e-06,113.31002756754557,-112.46154479980468,-113.31002756754557,0.8484827677408854,0.00034073382654848197,0.0016711686815445621
70,-0.9604317303431236,-100.96760003041413,-101.94579108286712,0.0017759320844098988,103.73913561287573,-103.73912009546312,3.1162720534219692e-06,117.0152084350586,-116.16959381103516,-117.0152084350586,0.8456146240234375,0.0004952338756993413,0.002053598624964555
71,-0.979241542896982,-105.47234706555383,-106.46767541917704,0.0016086811270817356,108.59275675628145,-108.59274033368644,3.322501472319931e-06,119.2502939860026,-118.39482065836589,-119.2502939860026,0.8554733276367188,0.00041803179580407837,0.0024742393754422663
72,-0.9496415055404275,-107.3192463244422,-108.28720816919359,0.0018320335563611618,109.81443993519929,-109.81442467641023,3.097312582351644e-06,116.19564158121744,-115.34829864501953,-116.19564158121744,0.8473429361979167,0.00044175914954394104,0.002189929224550724
73,-0.9524974641153368,-107.59894936771717,-108.57141940876589,0.0019972583336234726,110.07082716085144,-110.07081035032111,3.276889324528599e-06,110.90568389892579,-110.04257761637369,-110.90568389892579,0.8631062825520833,0.0003641631997500857,0.0016517041406283776
74,-0.973522485312769,-111.316238015385,-112.30804883019398,0.0018288330868048341,114.045433949616,-114.04541739770922,3.318167743554252e-06,126.54823506673178,-125.68649749755859,-126.54823506673178,0.8617375691731771,0.00041792222376291953,0.0016952272582178316
75,-0.9734918677200706,-118.71428266622253,-119.7066942635229,0.0018919730934874803,121.09152506165586,-121.0915098028668,3.2578677785179826e-06,136.13093159993488,-135.24307657877605,-136.13093159993488,0.8878550211588542,0.0005020157744487127,0.002045432625648876
76,-0.9891817569732666,-121.09435517909164,-122.10280712580277,0.0019270190875385336,123.90557822534593,-123.90556141481561,3.252720709065601e-06,129.35574747721355,-128.46682586669922,-129.35574747721355,0.888921610514323,0.0003789154385837416,0.0021012249713142713
77,-0.9622308611869812,-122.32057060629634,-123.30120228912871,0.0018400826695635598,124.72318099716962,-124.7231650918217,3.1477121387594046e-06,132.66466623942057,-131.78683268229167,-132.66466623942057,0.8778335571289062,0.00040462994559978445,0.002346565667539835
78,-0.9666373749910775,-126.06813476045252,-127.05273411637646,0.0017961978979440312,128.5510158215539,-128.55099965758242,3.2241255019594603e-06,137.41278686523438,-136.55008138020833,-137.41278686523438,0.8627054850260417,0.0003649747328987966,0.0018594085626925032
79,-0.961497449268729,-128.49549102783203,-129.47578973285223,0.001880125225505839,130.85183612370895,-130.85182008904926,3.151913183424089e-06,140.72849833170574,-139.83431091308594,-140.72849833170574,0.8941874186197917,0.0003152629021011914,0.002014105611791213
80,-0.9681834901793528,-130.45456036066605,-131.438900834423,0.001615698515907151,133.46489004361428,-133.4648725865251,3.2054853367514887e-06,144.30291849772135,-143.4319803873698,-144.30291849772135,0.8709381103515625,0.0004473530027704934,0.0023447383816043534
81,-0.9798364740307048,-132.64809249619307,-133.64602751651051,0.001809854650873912,135.28838335457496,-135.28836680266818,3.157497211127597e-06,151.64053955078126,-150.76944274902343,-151.64053955078126,0.8710968017578125,0.000485483252365763,0.002385253521303336
82,-0.9743610802343337,-138.59283809338586,-139.58383230435646,0.0016633133676250355,141.43994011313228,-141.43992330260195,3.142678035485807e-06,149.49272562662762,-148.60595296223957,-149.49272562662762,0.8867726643880208,0.00042571075027808547,0.0019845816539600493
83,-1.0173632088354079,-141.96010783567266,-142.99615064717955,0.0018679603581095777,145.0361387608415,-145.0361214330641,3.1686559769711447e-06,153.76370137532552,-152.90965983072917,-153.76370137532552,0.8540415445963542,0.0005739796518658599,0.0017649267334491014
84,-0.9410556160797507,-143.23006995249602,-144.19170832229872,0.0020582755007465385,145.0385677531614,-145.03855120125465,3.137166501446854e-06,147.87434997558594,-147.01334635416666,-147.87434997558594,0.8610036214192708,0.0004973212877909342,0.0021822939161211252
85,-0.9699003565109382,-141.71520478846662,-142.7029938778635,0.0017888735766696223,144.2677847652112,-144.2677679546809,3.082485938062684e-06,148.60560913085936,-147.7116465250651,-148.60560913085936,0.8939626057942708,0.00041819996549747885,0.0020827532357846697
86,-0.9790133833885193,-135.4340587551311,-136.43202778444453,0.001895564941243442,137.94408455541577,-137.94406748626193,3.1920299137308866e-06,153.1197998046875,-152.22771199544272,-153.1197998046875,0.8920878092447917,0.0003604182410830011,0.002111226227134466
87,-0.9722197712477991,-144.95049738479872,-145.94204427428164,0.0019327118416648296,147.24432088560977,-147.24430407507944,3.126642021447493e-06,161.93319803873698,-161.0283416748047,-161.93319803873698,0.9048563639322916,0.00045692251878790555,0.0024384933058172464
88,-0.9857458947068554,-154.2215558068227,-155.22856786695579,0.0021266164371578056,156.42625608282574,-156.4262397895425,3.2260829156858577e-06,165.67166849772136,-164.7647440592448,-165.67166849772136,0.9069244384765625,0.0003850033739581704,0.0021720490418374538
89,-0.9371375663805817,-151.63377845893473,-152.59218170683263,0.0021265680705378686,153.27317163499734,-153.27315482446704,3.0770964901991755e-06,159.52933146158855,-158.66039021809897,-159.52933146158855,0.8689412434895833,0.00044875810660111406,0.0025712234433740377
90,-0.9716397756237095,-148.6856195482157,-149.67769402972723,0.0020434704917025263,150.75342417571505,-150.7534083996789,3.0738845479992065e-06,161.67769368489584,-160.7821278889974,-161.67769368489584,0.8955657958984375,0.0004470636932334552,0.0020977839827537536
91,-1.0273711519726252,-148.23406982421875,-149.28142974336268,0.001998876397580824,151.15534455897443,-151.15532748982056,3.1386212902485197e-06,167.50246988932292,-166.60041402180988,-167.50246988932292,0.9020558675130208,0.0004901970697877308,0.0025372959983845553
92,-0.9968870514530247,-154.46891810530323,-155.48505931789592,0.0019254162947063224,157.02161187640692,-157.02159532450014,3.160763512978057e-06,165.37432352701822,-164.47886454264324,-165.37432352701822,0.895458984375,0.00039215798994215827,0.002389732856924335
93,-0.997980171341007,-155.7555503198656,-156.77536941786943,0.002183892430196974,157.8524079403635,-157.85239035396253,3.221569330489112e-06,175.02789916992188,-174.10576375325522,-175.02789916992188,0.9221354166666667,0.0003337253350764513,0.002447374366844694
94,-1.0505353121434229,-166.5234868970968,-167.5949081162275,0.0020885906622239974,169.5243915622517,-169.52437501034495,3.248362094443834e-06,182.51141255696615,-181.5979024251302,-182.51141255696615,0.9135101318359375,0.00041454661792765063,0.0025650075326363246
95,-0.9778590081101757,-165.9121908414162,-166.91160014524297,0.0021550299084776917,167.99269957461598,-167.99268328133277,3.1286794283159443e-06,173.8289805094401,-172.95270487467448,-173.8289805094401,0.876275634765625,0.0006205369873593251,0.0028547292109578847
96,-0.9729279926267721,-162.15508231470142,-163.15004381082827,0.00220335034507532,163.87511689784162,-163.87510060455838,3.0396353861498815e-06,173.2434865315755,-172.3324422200521,-173.2434865315755,0.9110443115234375,0.0003896080112705628,0.0026155059536298116
97,-0.9596137353929423,-160.43049983654993,-161.4120509260792,0.002193735154756045,162.27124566546942,-162.27122937218618,3.195645436497185e-06,172.38495076497395,-171.46733703613282,-172.38495076497395,0.9176137288411458,0.00041345315209279456,0.002205125770221154
98,-1.0039387951462955,-161.37068590067202,-162.39596298993644,0.002133829524085494,163.8224352820445,-163.82241821289062,3.031373147046074e-06,173.21216227213543,-172.29686584472657,-173.21216227213543,0.9152964274088542,0.0004187706062414994,0.002987682198484739
99,-1.0103528156118877,-158.142006566969,-159.17324648065082,0.0020887093451781736,160.49606478416314,-160.4960479736328,3.214974551649332e-06,168.73316650390626,-167.8181925455729,-168.73316650390626,0.9149739583333333,0.00033543467676887907,0.002886725232626001
