Date,tbl,tms,dfy,svar
2011-03-08,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-09,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-10,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-11,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-14,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-15,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-16,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-17,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-18,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-21,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-22,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-23,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-24,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-25,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-28,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-29,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-30,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-03-31,-0.746525343100387,1.9044221852664056,-0.08048106348554308,-0.026125885552789874
2011-04-01,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-04,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-05,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-06,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-07,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-08,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-11,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-12,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-13,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-14,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-15,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-18,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-19,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-20,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-21,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-22,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-25,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-26,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-27,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-28,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-04-29,-0.7682970921276734,1.981997754664309,-0.2504337895616411,-0.31040185770307543
2011-05-02,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-03,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-04,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-05,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-06,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-09,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-10,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-11,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-12,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-13,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-16,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-17,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-18,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-19,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-20,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-23,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-24,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-25,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-26,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-27,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-30,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-05-31,-0.7791829666413166,1.7492710464705987,-0.4203865156377315,-0.26043528435164337
2011-06-01,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-02,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-03,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-06,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-07,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-08,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-09,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-10,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-13,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-14,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-15,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-16,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-17,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-20,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-21,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-22,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-23,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-24,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-27,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-28,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-29,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-06-30,-0.7791829666413166,1.6027394153856696,-0.6753156047518747,-0.03357287004177571
2011-07-01,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-04,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-05,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-06,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-07,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-08,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-11,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-12,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-13,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-14,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-15,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-18,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-19,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-20,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-21,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-22,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-25,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-26,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-27,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-28,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-07-29,-0.7791829666413166,1.6027394153856696,-0.3778983341187089,-0.11183258461106413
2011-08-01,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-02,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-03,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-04,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-05,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-08,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-09,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-10,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-11,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-12,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-15,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-16,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-17,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-18,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-19,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-22,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-23,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-24,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-25,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-26,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-29,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-30,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-08-31,-0.7900688411549599,1.0166128910459533,0.3019125701856679,2.8210768592673836
2011-09-01,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-02,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-05,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-06,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-07,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-08,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-09,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-12,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-13,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-14,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-15,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-16,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-19,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-20,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-21,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-22,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-23,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-26,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-27,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-28,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-29,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-09-30,-0.7955117784117814,0.7494081520087299,1.1091880190471126,0.7406020725115298
2011-10-03,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-04,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-05,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-06,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-07,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-10,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-11,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-12,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-13,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-14,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-17,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-18,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-19,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-20,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-21,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-24,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-25,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-26,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-27,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-28,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-10-31,-0.7900688411549599,0.8873202753827807,2.001439830946608,0.7965893607579365
2011-11-01,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-02,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-03,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-04,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-07,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-08,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-09,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-10,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-11,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-14,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-15,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-16,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-17,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-18,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-21,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-22,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-23,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-24,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-25,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-28,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-29,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-11-30,-0.7955117784117814,0.7752666751413643,1.4915816527183237,0.8502627787881765
2011-12-01,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-02,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-05,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-06,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-07,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-08,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-09,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-12,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-13,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-14,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-15,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-16,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-19,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-20,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-21,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-22,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-23,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-26,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-27,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-28,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-29,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2011-12-30,-0.7955117784117814,0.7494081520087299,1.7040225603134422,0.03896822862878354
2012-01-02,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-03,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-04,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-05,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-06,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-09,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-10,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-11,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-12,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-13,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-16,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-17,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-18,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-19,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-20,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-23,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-24,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-25,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-26,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-27,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-30,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-01-31,-0.7846259038981382,0.7235496288760954,1.9589516494275856,-0.3091346435994928
2012-02-01,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-02,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-03,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-06,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-07,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-08,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-09,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-10,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-13,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-14,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-15,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-16,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-17,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-20,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-21,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-22,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-23,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-24,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-27,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-28,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-02-29,-0.7519682803572085,0.6718325826108262,1.5765580157563708,-0.3129979322970807
2012-03-01,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-02,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-05,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-06,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-07,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-08,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-09,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-12,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
2012-03-13,-0.7574112176140302,0.8528422445392679,1.3641171081612558,-0.225344132369371
