Date,Close,High,Low,Open,Volume
2011-01-03,20.295726776123047,20.813115401220607,20.156042802471315,20.809437984991405,19272000
2011-01-04,20.557641983032227,20.557641983032227,20.29848750995101,20.33065176142913,13638000
2011-01-05,21.16324806213379,21.30477250755282,20.556719732681014,20.55763996321872,27856000
2011-01-06,21.253360748291016,21.39405656296665,20.975647177224563,21.296581879552072,15872000
2011-01-07,21.250612258911133,21.470392574097254,21.06209808552708,21.255211149509417,13989000
2011-01-10,21.168766021728516,21.348084129111534,21.06853057432521,21.274517681109206,10565000
2011-01-11,21.09520149230957,21.33429290855283,21.00232390903312,21.26072645385972,8972000
2011-01-12,21.410615921020508,21.410615921020508,21.125544406661,21.205547895152232,10265000
2011-01-13,21.473146438598633,21.473146438598633,21.26899924298097,21.411535000179658,7222000
2011-01-14,21.785804748535156,21.785804748535156,21.45383577934911,21.489699050017933,10951000
2011-01-18,21.852022171020508,21.976165921136303,21.722360453176087,21.722360453176087,6672000
2011-01-19,21.643272399902344,21.839144435897122,21.634076373211077,21.768336959733386,12053000
2011-01-20,21.619367599487305,21.96329168623182,20.969222615287862,21.494304773570125,29098000
2011-01-21,21.474990844726562,21.794085789276764,21.455679714282113,21.794085789276764,7896000
2011-01-24,21.977994918823242,22.05156136002748,21.46854779582353,21.47590391375526,10130000
2011-01-25,22.21157455444336,22.24743958583314,21.626720919768665,21.977082005460872,13369000
2011-01-26,22.086509704589844,22.401007483804896,21.886961374958002,22.401007483804896,6900000
2011-01-27,21.988113403320312,22.18398542056649,21.883282567792172,22.123293053383716,5775000
2011-01-28,21.59821319580078,22.11777730547895,21.57062686956339,21.992714499037916,6191000
2011-01-31,21.749019622802734,21.754537588480243,21.402338432734826,21.51820518818817,6239000
2011-02-01,21.89983367919922,22.24283683134769,21.178881426091905,21.178881426091905,9623000
2011-02-02,22.013866424560547,22.28698301404308,21.901677691286267,21.928346698203317,10310000
2011-02-03,22.56560516357422,22.80285836025539,21.798674694442635,21.977992767704375,18662000
2011-02-04,22.73573112487793,22.937119322848382,22.43778554802009,22.603310478727266,7830000
2011-02-07,22.987699508666992,23.11552129169037,22.738492985593176,22.738492985593176,6289000
2011-02-08,22.953672409057617,23.172531834554697,22.838724730668638,23.172531834554697,5801000
2011-02-09,22.851598739624023,23.137587566267825,22.759640246421764,22.855276798718133,6012000
2011-02-10,23.185407638549805,23.26541113042216,22.756883026547314,22.756883026547314,7186000
2011-02-11,23.310476303100586,23.434618283435448,23.029082786314817,23.058510774475806,5565000
2011-02-14,23.44565200805664,23.792333250148186,23.22311273460129,23.22311273460129,11144000
2011-02-15,23.55048179626465,23.592782108521707,23.35828785356068,23.46863840071218,6887000
2011-02-16,23.39231300354004,23.801526473946584,23.337138606868777,23.61944938636522,8418000
2011-02-17,23.156896591186523,23.35736570230914,22.861711766605467,23.022637799638407,14951000
2011-02-18,23.05759048461914,23.281969691302805,22.958275845644962,23.173459025058058,8877000
2011-02-22,22.748605728149414,23.03827260954537,22.450660144481652,22.558251702692917,6916000
2011-02-23,22.448823928833008,22.925166817745456,22.446064945825142,22.7486076909045,8440000
2011-02-24,22.4543399810791,22.672282097524462,22.342151278678475,22.529746336215787,9580000
2011-02-25,22.68699836730957,22.92884878936944,22.530669417235785,22.686079290804294,9826000
2011-02-28,22.121450424194336,22.79182536384277,22.10857634043579,22.766996272604892,13373000
2011-03-01,22.103059768676758,22.712742387058896,22.103059768676758,22.300769926843607,12126000
2011-03-02,22.63825798034668,22.709065448979914,22.106740673443586,22.171111099473798,7798000
2011-03-03,23.14126968383789,23.14586681967274,22.687915968547212,22.708146172560625,10239000
2011-03-04,22.9665470123291,23.153221232416143,22.858036373412396,22.98034017277977,6887000
2011-03-07,22.738494873046875,23.255300014576378,22.663090257945925,22.981264373299314,7923000
2011-03-08,22.897581100463867,23.132994463144996,22.52974881750128,22.733896041488986,8048000
2011-03-09,22.803783416748047,23.159660674156022,22.752287074836563,22.869993750903923,8961000
2011-03-10,22.397329330444336,22.757803730851816,22.26398958313129,22.757803730851816,10315000
2011-03-11,22.84423828125,22.897574516982278,22.255706797723686,22.255706797723686,5006000
2011-03-14,22.882863998413086,22.951831550207448,22.642851796598773,22.73205130358115,7354000
2011-03-15,22.4975643157959,22.675044296859372,22.24192073948286,22.346753338093198,9512000
2011-03-16,22.465373992919922,22.845161211206246,22.426751742310703,22.442384808599527,9587000
2011-03-17,22.415712356567383,22.8975730926167,22.28053450026887,22.672276665452515,6941000
2011-03-18,22.224451065063477,22.64561967503082,22.198702888311796,22.48653172355051,9169000
2011-03-21,22.801937103271484,22.8056151618085,22.37617157176545,22.37617157176545,7056000
2011-03-22,22.69159698486328,22.925170453678238,22.657571860986543,22.76700159853331,8083000
2011-03-23,22.700790405273438,22.83872728396866,22.597795968974438,22.67963937059539,6606000
2011-03-24,23.20195770263672,23.27460330978398,22.576642108505823,22.78078927898929,8619000
2011-03-25,22.77803611755371,23.293001310339903,22.74676997906438,23.17529462976767,11570000
2011-03-28,23.207483291625977,23.38312338515311,22.78999451201075,23.059431280974533,13286000
2011-03-29,23.146791458129883,23.25714203827109,22.93620715624776,23.116446144817903,7479000
2011-03-30,23.32610511779785,24.12798175293841,23.191846294329046,23.591865535481254,19207000
2011-03-31,23.147706985473633,23.517377397837315,23.093451661409894,23.2727697783394,8263000
2011-04-01,23.315994262695312,23.461289045499278,23.167942250134864,23.17437929415923,7964000
2011-04-04,24.02406883239746,24.03142495184962,23.436456257561513,23.441053393728442,9017000
2011-04-05,24.178556442260742,24.33028823628327,23.85394532750684,23.911878711200416,14002000
2011-04-06,24.426982879638672,24.43710375431958,24.098504600654753,24.28068560980169,9952000
2011-04-07,24.39846420288086,24.473913609662873,24.184079571249764,24.42882683282912,7454000
2011-04-08,24.20431900024414,24.566841852456193,24.198797884433233,24.565920496511904,8661000
2011-04-11,24.530956268310547,24.608246624500108,24.12150919803797,24.187757322644583,7560000
2011-04-12,24.195114135742188,24.592601070842402,23.97336923982612,23.97336923982612,9672000
2011-04-13,24.820791244506836,24.839193794552635,24.334055554052675,24.38650089122306,12726000
2011-04-14,24.738893508911133,24.8355059894256,24.568674360802294,24.66160492847014,6235000
2011-04-15,24.62021255493164,24.79411370399415,24.308297517982503,24.75178747948244,12410000
2011-04-18,24.387426376342773,24.522683221353518,24.242970009053266,24.519922662684213,6748000
2011-04-19,24.572351455688477,24.738890425154473,24.427895185733426,24.46193971309676,5973000
2011-04-20,24.844709396362305,25.18790827922221,24.708533013196536,24.778461283879224,7363000
2011-04-21,25.144670486450195,25.1511112040933,24.746265593679794,24.842876358326386,7145000
2011-04-25,24.974445343017578,25.21091263749441,24.90635802337101,25.144664519615752,5667000
2011-04-26,25.428056716918945,25.588155012186927,24.945920874460796,24.945920874460796,6497000
2011-04-27,25.33604621887207,25.41793632471309,24.990086758397766,25.400455133502202,5516000
2011-04-28,25.275327682495117,25.380220129780053,25.21276145856373,25.333295900572526,4601000
2011-04-29,25.384817123413086,25.384817123413086,25.160309875284735,25.27532317985171,7510000
2011-05-02,25.32961082458496,25.76298159705411,25.301087397173685,25.484189795225017,8273000
2011-05-03,25.981966018676758,26.388652538889435,25.786901799971602,25.947001876263236,14846000
2011-05-04,25.982892990112305,26.05098033729949,25.60012827194044,25.730783603815038,10899000
2011-05-05,25.256921768188477,25.94516062180772,25.125345118926177,25.812666126524608,10772000
2011-05-06,25.233924865722656,25.55136279184813,25.198960713786576,25.304774525804543,6294000
2011-05-09,25.649799346923828,25.6976449078343,25.12901929104224,25.258753188439655,5102000
2011-05-10,25.864192962646484,25.913877742382358,25.660848818729402,25.7620610901761,5248000
2011-05-11,25.590917587280273,25.94699969842091,25.492465885196104,25.85498871268906,6754000
2011-05-12,25.95619773864746,26.016005139210115,25.459341251946082,25.493385788567316,7240000
2011-05-13,25.762977600097656,26.015086892478262,25.7132910713595,25.971841080060713,5834000
2011-05-16,25.684772491455078,25.965403485598845,25.468546913297367,25.598280856220963,6069000
2011-05-17,25.951595306396484,25.965396337811203,25.441855685263025,25.78505630879588,11190000
2011-05-18,25.887195587158203,26.0325715240354,25.571598690788672,25.76482196089884,7085000
2011-05-19,26.136539459228516,26.200027018017472,25.854987158486857,25.98932259289253,6320000
2011-05-20,25.539396286010742,26.201872339245355,25.51639397432916,26.201872339245355,9856000
2011-05-23,25.023210525512695,25.354449360090616,24.831829998716838,25.256919017442197,9176000
2011-05-24,24.85115623474121,25.137308348600456,24.696577267529104,25.133628189494136,7887000
2011-05-25,25.255081176757812,25.35169193044199,24.65885155194565,24.663453066862267,9383000
2011-05-26,25.95619773864746,26.096975644423292,25.072896537861244,25.210912131113652,14866000
2011-05-27,26.24510955810547,26.34448084577566,25.90374988913673,25.964476884655365,11587000
2011-05-31,26.411657333374023,26.551513916186092,26.264440431981495,26.386814064460108,9573000
2011-06-01,25.823707580566406,26.476982316897196,25.823707580566406,26.37025068485093,8658000
2011-06-02,26.01601219177246,26.297564569721906,25.716978617822498,25.826470819255295,8623000
2011-06-03,25.492467880249023,26.00956794066621,25.349852508418913,25.671888351237694,7016000
2011-06-06,25.0195369720459,25.554120060861333,24.93948779988545,25.464869612537573,9254000
2011-06-07,25.229324340820312,25.500755871990194,25.11983212713468,25.11983212713468,10541000
2011-06-08,24.84286880493164,25.085776799309922,23.770024578106437,25.079336083625094,30792000
2011-06-09,24.999290466308594,25.126265596280913,24.672653121926842,24.706695906800835,8317000
2011-06-10,24.56960105895996,24.991009970197762,24.395701702733373,24.878757224993187,10220000
2011-06-13,24.605487823486328,24.766505754203887,24.501514991820258,24.56868272220013,9258000
2011-06-14,25.221960067749023,25.29924867705962,24.70854011952825,24.750864583441594,8926000
2011-06-15,24.886110305786133,25.36548549588749,24.886110305786133,24.942235780626817,10766000
2011-06-16,24.537397384643555,24.886119206743235,24.39662121441443,24.886119206743235,8746000
2011-06-17,24.483112335205078,25.06369999424595,24.37085958471016,24.682776323394457,12558000
2011-06-20,24.83827781677246,24.903604597511563,24.416868836055816,24.47391569654113,6104000
2011-06-21,25.21367073059082,25.34340639605169,24.853908509251866,24.94223932445615,6106000
2011-06-22,24.947765350341797,25.422539188119995,24.947765350341797,25.125344861539226,5425000
