Date,Close,High,Low,Open,Volume
2011-01-03,15.790658950805664,15.88022627887752,15.716767485374472,15.763789948232391,25710000
2011-01-04,15.808578491210938,15.886949291062662,15.73244734517078,15.882471691794839,18138000
2011-01-05,16.142215728759766,16.195957172005,15.826492864382043,15.862318784856827,38512800
2011-01-06,16.384042739868164,16.469132481526803,16.236258081145394,16.28552020350462,28358800
2011-01-07,16.33702850341797,16.46914078071539,16.234026608559457,16.444509707123594,28248400
2011-01-10,16.079517364501953,16.399719502366604,16.072800111904577,16.278803830548288,18202400
2011-01-11,16.095191955566406,16.238499042676057,16.021300466655816,16.133259235232433,20593600
2011-01-12,16.25865936279297,16.26313696374715,16.11982981622998,16.122069470885048,18545200
2011-01-13,15.929494857788086,16.408678292783094,15.88023272194377,16.375090317584206,28109600
2011-01-14,15.925021171569824,16.02130581301038,15.839931385709548,15.958607446666457,25165600
2011-01-18,15.94517993927002,15.976528282031325,15.839938342132827,15.958614455208705,19341600
2011-01-19,15.477184295654297,15.907105654555789,15.327158213362575,15.889191837512655,42852800
2011-01-20,15.828733444213867,16.019063035530593,15.116675508936975,15.380898307771934,81365200
2011-01-21,15.7078218460083,15.89815148692709,15.654082093969611,15.78843232824429,24783600
2011-01-24,16.07504653930664,16.08400344932916,15.714539025590817,15.725735590207941,22922000
2011-01-25,16.028030395507812,16.207163541888132,15.743653941739723,15.93622331265709,30279600
2011-01-26,15.898149490356445,16.153415415927515,15.886952927091379,16.099675670637737,17839600
2011-01-27,15.808578491210938,15.947407985487786,15.78842673197277,15.911580357923963,19417200
2011-01-28,15.553315162658691,15.882474284116261,15.544358254305799,15.85336561323605,25048400
2011-01-31,15.640642166137695,15.754840606953723,15.528683379396043,15.651838728154065,24602800
2011-02-01,15.830977439880371,16.061614058307146,15.721258267861117,15.721258267861117,25448800
2011-02-02,16.142215728759766,16.142215728759766,15.842167024906393,15.91382057421133,27162400
2011-02-03,16.039213180541992,16.22954446103633,15.898145741784766,16.061606301792125,33462800
2011-02-04,16.323591232299805,16.345982647680323,16.032497707286588,16.117587477430245,28833600
2011-02-07,16.554229736328125,16.60125223158619,16.32807246149621,16.34150868039556,22240400
2011-02-08,16.697540283203125,16.699779938202585,16.52960203372407,16.563190025291124,15376000
2011-02-09,16.441753387451172,16.76484516437978,16.401366915335096,16.55393784201817,18674400
2011-02-10,16.769346237182617,16.861338390847877,16.356507910354228,16.356507910354228,24752400
2011-02-11,16.81196403503418,16.856837136425746,16.66612388781295,16.737921877118914,17280400
2011-02-14,16.993701934814453,17.262945672442363,16.715484946551427,16.825425240721653,28970800
2011-02-15,16.96453285217285,17.03184420763131,16.84786006428471,16.98696940005938,15855200
2011-02-16,17.04306411743164,17.09915635124828,16.930879649798364,16.993702677785137,20147200
2011-02-17,17.083452224731445,17.213586630438133,16.928637096845925,16.99594846856988,23475600
2011-02-18,17.01389503479004,17.294356175235087,16.955558638273764,17.182171719057067,26009600
2011-02-22,16.544971466064453,16.850113477780624,16.40361959620468,16.67959253904516,31588800
2011-02-23,16.352012634277344,16.726710177401756,16.329576075909337,16.522533559113626,28714800
2011-02-24,16.58311653137207,16.657157013440305,16.29592272289558,16.30265523199262,19613200
2011-02-25,16.755878448486328,16.917424416450487,16.64369393871119,16.64369393871119,24869600
2011-02-28,16.39015769958496,16.888255489229618,16.385669360548647,16.79626508058255,24857200
2011-03-01,16.311628341674805,16.800752911901142,16.268999388573363,16.574141416520064,26993600
2011-03-02,16.596572875976562,16.652665118108807,16.268994387340175,16.28470014666523,21544000
2011-03-03,17.01389503479004,17.029600790183004,16.72894555749046,16.760357068276388,20388000
2011-03-04,16.758115768432617,17.038576928237426,16.607787285809945,17.02062700317814,19520000
2011-03-07,16.63694953918457,16.87702412533978,16.60329387140988,16.737914830710285,18637200
2011-03-08,16.64144515991211,16.807479420887454,16.44848771959969,16.70426819409768,33497600
2011-03-09,16.538227081298828,16.751378507541883,16.446236746531643,16.693042129519757,17861600
2011-03-10,16.019939422607422,16.45072728956388,15.98179712134331,16.45072728956388,28557600
2011-03-11,16.268993377685547,16.329572242237116,15.97955722082966,16.015455363430778,17335600
2011-03-14,16.123157501220703,16.318359159869395,16.07155187475045,16.132132467206823,13971600
2011-03-15,15.975064277648926,16.109686981040493,15.806787610208247,15.907754637751923,24180400
