epoch,train_critic_loss,train_critic_real_score,train_critic_fake_score,train_gradient_penalty,train_generator_loss,train_generator_score,val_generator_loss,val_critic_real_score,val_critic_fake_score,val_wasserstein_estimate,val_mean_gap,val_vol_gap
21,-0.9596494517083896,-30.858795133687682,-31.84372316780737,0.002527858299337391,32.03226154133425,-32.03226154133425,31.645718638102213,-30.89876022338867,-31.645718638102213,0.7469584147135416,0.00048745393093364934,0.0026718280278146267
22,-0.9742500398118618,-35.47138556787523,-36.46696908595198,0.0021333477323701197,37.08971986932269,-37.08971986932269,35.524922434488936,-34.752898406982425,-35.524922434488936,0.7720240275065104,0.0003904790054851522,0.0020873482028643292
23,-0.9898014018091105,-38.15827295335673,-39.170501708984375,0.0022427355170139443,39.617280798443296,-39.617280798443296,38.260416158040364,-37.46696523030599,-38.260416158040364,0.793450927734375,0.0003721911363148441,0.0028265226477136216
24,-1.0004124914185475,-41.700574777894104,-42.724325277037536,0.0023338007952789066,43.274025609937766,-43.274025609937766,41.79143803914388,-40.97911071777344,-41.79143803914388,0.8123273213704427,0.00035945755468371013,0.0029438581317663194
25,-0.9924523153547513,-41.76987334429207,-42.78456154516188,0.0022235884838263994,43.31610139749818,-43.31610139749818,43.22098871866862,-42.423868815104164,-43.22098871866862,0.7971199035644532,0.0003568382603892436,0.001963448935809235
26,-1.0120286294969463,-41.29403479624603,-42.325847884355966,0.001978445725152427,43.09547948029082,-43.09547948029082,44.133105214436846,-43.30721384684245,-44.133105214436846,0.8258913675944011,0.0003934772510547191,0.002223392653589447
27,-1.0239285776170635,-44.31444691803496,-45.36176377635891,0.0023388281287980597,45.721916909945215,-45.721916909945215,42.751807912190756,-41.92786687215169,-42.751807912190756,0.8239410400390625,0.00031098154140636326,0.002786087989807129
28,-1.0247027611328383,-43.5616715641345,-44.61318672309488,0.0026812402011581965,45.02809589192019,-45.02809589192019,43.921380615234376,-43.11313501993815,-43.921380615234376,0.808245595296224,0.00035757755589050554,0.0021769441353778046
29,-1.024058531906645,-47.59515943365582,-48.643249253095206,0.0024031290007060615,49.17064453383624,-49.17064453383624,48.30160140991211,-47.46647211710612,-48.30160140991211,0.8351292928059896,0.00037893436189430455,0.0016097407167156538
30,-1.0460399783263772,-52.33164570695263,-53.40258271815413,0.0024897032506148316,53.94216750840009,-53.94216750840009,51.85020955403646,-50.991512298583984,-51.85020955403646,0.858697255452474,0.0005155870516318828,0.002017490961588919
31,-1.0552913273795177,-52.32225696111129,-53.39788902412027,0.002034073589977382,54.248222739009535,-54.248222739009535,55.03899968465169,-54.187757110595705,-55.03899968465169,0.8512425740559896,0.0004570956089689086,0.0018691147988041243
32,-1.0665759908950936,-55.54948638657392,-56.63920476881124,0.0023142388761359252,57.193747504282804,-57.193747504282804,58.47899678548177,-57.63673477172851,-58.47899678548177,0.8422620137532552,0.00032498553628101945,0.0015726486997057994
33,-1.0743040351544397,-58.86512025736146,-59.963401600465936,0.0023977306959519196,60.16219426817813,-60.16219426817813,58.51514358520508,-57.65875422159831,-58.51514358520508,0.8563893636067709,0.0004352567562212547,0.0018163671484217048
34,-1.0949848900407047,-62.90003799179853,-64.01966573424258,0.0024642853443195127,64.78774694669045,-64.78774694669045,60.998023478190106,-60.1734364827474,-60.998023478190106,0.8245869954427083,0.0004426445113494992,0.002054829786842068
35,-1.0725537053609298,-62.53903405141022,-63.635429446980105,0.002384170326522662,64.15857308597889,-64.15857308597889,61.38184560139974,-60.54682184855143,-61.38184560139974,0.8350237528483073,0.000544295716099441,0.0018999781847621005
36,-1.0856731705746407,-66.52407377857273,-67.63276168047372,0.002301473162626311,68.1373638217732,-68.1373638217732,66.78505198160808,-65.93365376790365,-66.78505198160808,0.851398213704427,0.0003530862624756992,0.0013657200538242857
37,-1.0861610224691487,-65.28946517685712,-66.39674047696388,0.002111427234367357,67.11758228883905,-67.11758228883905,64.48383051554362,-63.631936136881514,-64.48383051554362,0.8518943786621094,0.0004388898145407438,0.0020358155171076456
38,-1.0774116081706548,-67.49313367423365,-68.59370693918002,0.002316165126473406,68.95540218029993,-68.95540218029993,68.12276941935221,-67.25264231363933,-68.12276941935221,0.8701271057128906,0.0004263498606936385,0.00213954639621079
39,-1.1142511367797852,-71.0964447280108,-72.2345217688609,0.0023825898395567124,73.04884972006587,-73.04884972006587,73.91341349283854,-73.04251912434896,-73.91341349283854,0.8708943684895833,0.00045686851372011005,0.0024460178799927236
40,-1.117495162002111,-71.5220435191009,-72.66292248742054,0.002338380611035973,73.50699020644366,-73.50699020644366,70.57186177571614,-69.73455657958985,-70.57186177571614,0.837305196126302,0.0004527173334887872,0.002807291829958558
41,-1.1163823776325936,-74.37219897771286,-75.51300488488148,0.0024423521669123763,76.31452114299192,-76.31452114299192,76.14144490559896,-75.25804748535157,-76.14144490559896,0.8833974202473959,0.0005927605709681908,0.0021223906117180985
42,-1.108781221559492,-69.95418742551642,-71.08651112701934,0.0023542478082748917,71.83641530699649,-71.83641530699649,68.04816513061523,-67.1655782063802,-68.04816513061523,0.882586924235026,0.0005124350524662683,0.0015314533685644469
43,-1.1110626529839078,-72.01362474085921,-73.14995717194121,0.0025269785063278117,73.5600562661381,-73.5600562661381,71.40458221435547,-70.52687428792318,-71.40458221435547,0.8777079264322917,0.0004714724413740138,0.002403258082146446
44,-1.0997889476307368,-72.25626205185712,-73.37975776801674,0.002370676684777363,73.78518534514863,-73.78518534514863,72.70783843994141,-71.8407485961914,-72.70783843994141,0.86708984375,0.00047891571302898227,0.003141246068601807
45,-1.104838438963486,-70.14131455502267,-71.27066350387315,0.002451051115374065,71.7533434851695,-71.7533434851695,72.04224599202475,-71.15897420247396,-72.04224599202475,0.8832717895507812,0.0005128973629325628,0.0023304198402911425
46,-1.1351640699273449,-74.93925708835408,-76.09908281746557,0.0024661661729500706,76.52265024993379,-76.52265024993379,73.65572255452474,-72.77154998779297,-73.65572255452474,0.8841725667317708,0.0003517155322091033,0.002488808613270521
47,-1.1301114660198406,-75.19249932240632,-76.34864212294757,0.002603133830589132,76.81976667501159,-76.81976667501159,79.5008758544922,-78.61999918619792,-79.5008758544922,0.8808766682942708,0.00042656082271908723,0.002823814967026313
48,-1.1386379973363068,-76.78430835271286,-77.94920051704018,0.002625416208579505,78.66989678851628,-78.66989678851628,72.97015228271485,-72.06295928955078,-72.97015228271485,0.9071929931640625,0.00036720728773313266,0.002842933917418122
49,-1.1397072248539681,-75.89885181491658,-77.06356488244008,0.0025005838291135506,77.64518259339414,-77.64518259339414,82.58438771565756,-81.68334604899088,-82.58438771565756,0.9010416666666666,0.0004787777356492976,0.002320732300480207
50,-1.1590994364124234,-72.72104353823904,-73.90607555841996,0.002593258471756984,74.43992369053727,-74.43992369053727,72.39664357503256,-71.49871215820312,-72.39664357503256,0.8979314168294271,0.0004321496953101208,0.0017524636893843611
51,-1.1613099908424636,-79.13708276263738,-80.32517203638109,0.002677927991391112,81.01074115300582,-81.01074115300582,83.73083801269532,-82.80455881754557,-83.73083801269532,0.9262791951497396,0.0005857634784964224,0.0015569755031416813
52,-1.1489025283668002,-78.39299437959315,-79.56711086984409,0.0025213970427827564,80.24581197964943,-80.24581197964943,81.87772267659506,-80.96735992431641,-81.87772267659506,0.9103627522786458,0.00044428457816441855,0.0023306431869665784
53,-1.17147193015632,-78.39095901230634,-79.59043457548498,0.002800363319199848,80.02263201697399,-80.02263201697399,81.60071665445963,-80.67152760823568,-81.60071665445963,0.9291890462239584,0.0004456755317126711,0.0017533165169879793
54,-1.1608142580016185,-80.93938032247253,-82.12770533157607,0.0027510744797744615,82.60071136991857,-82.60071136991857,85.88041737874349,-84.96557871500652,-85.88041737874349,0.9148386637369792,0.0004292667377740145,0.0027576358057558536
55,-1.1910578214516074,-83.32342762058065,-84.5429532325874,0.0028467796194382895,85.15284418655654,-85.15284418655654,85.59932708740234,-84.66456197102865,-85.59932708740234,0.934765116373698,0.000404542616646116,0.003186417417600751
56,-1.167280790159258,-80.70107851190082,-81.89628743317168,0.0027928135192053297,82.06072946322166,-82.06072946322166,81.47190958658854,-80.52817891438802,-81.47190958658854,0.9437306722005209,0.0003206566849257797,0.0027103575101743143
57,-1.2011164497520963,-79.87454960709911,-81.10307596497617,0.0027409906566174605,81.66370197878045,-81.66370197878045,81.88838857014974,-80.94579772949218,-81.88838857014974,0.942590840657552,0.00039450656428622705,0.002531371545046568
58,-1.1905697099233077,-79.04035005731097,-80.25795810505495,0.002703833894930401,80.97045394121591,-80.97045394121591,84.38906300862631,-83.44246622721354,-84.38906300862631,0.9465967814127604,0.00044962127576582135,0.00276659089140594
59,-1.205258450265658,-79.35519706596763,-80.58848287291445,0.0028027350061288958,80.97782949673928,-80.97782949673928,82.5471420288086,-81.58642578125,-82.5471420288086,0.9607162475585938,0.00038322543647761144,0.0024372607624779147
60,-1.1994852231720747,-83.03840210478185,-84.26483076709812,0.0026943433094548724,84.81021984552933,-84.81021984552933,85.49223937988282,-84.5550048828125,-85.49223937988282,0.9372344970703125,0.0005454153249350687,0.0027983447381605703
61,-1.2108660966663036,-82.35754045389466,-83.59641188282077,0.002800534021551326,84.19312157065181,-84.19312157065181,86.38179321289063,-85.40602010091146,-86.38179321289063,0.9757731119791667,0.0004614424290290723,0.001879087113775313
62,-1.2615626757427798,-87.16670860678462,-88.45685538599047,0.0028584098494690608,89.01573814780025,-89.01573814780025,92.84442850748698,-91.86169687906902,-92.84442850748698,0.9827316284179688,0.0004043071588966995,0.002142128061192731
63,-1.2403944963115756,-89.71382270425053,-90.98309946868379,0.0028882273610965426,91.39415456480899,-91.39415456480899,92.28749135335286,-91.31582285563151,-92.28749135335286,0.9716684977213542,0.0005235879895432541,0.0023853695020079613
64,-1.227947412911108,-86.09820323879435,-87.35557879431774,0.0029428140950878545,87.57939225536282,-87.57939225536282,91.69751332600912,-90.69825998942058,-91.69751332600912,0.9992533365885417,0.0004284666889968018,0.0030699337211747965
65,-1.211629522048821,-83.57532113285389,-84.81627486923993,0.0029324210284404077,85.21973988161248,-85.21973988161248,88.93860778808593,-87.94517313639322,-88.93860778808593,0.9934346516927083,0.0003642743666811536,0.0037896853405982255
66,-1.2491988004264185,-87.38747341349973,-88.66675761594611,0.003008540048879587,89.22279060493081,-89.22279060493081,91.98267822265625,-91.00276336669921,-91.98267822265625,0.9799148559570312,0.0005738707802568873,0.0033543169188002746
67,-1.2242893051292936,-88.30774365441273,-89.56363406423795,0.0031601111325672117,89.48023275601662,-89.48023275601662,91.81820271809896,-90.82047780354817,-91.81820271809896,0.9977249145507813,0.0004314384520209084,0.0026344845071434976
68,-1.237093471874625,-90.51971306235103,-91.7876122684802,0.0030805737024836117,92.31592611539162,-92.31592611539162,99.20892130533854,-98.19984181722005,-99.20892130533854,1.0090794881184897,0.0004468148205584536,0.0022939171021183332
69,-1.2076329225200717,-92.39143798310877,-93.62923237428826,0.0030161463181977554,93.89696502685547,-93.89696502685547,100.53962097167968,-99.528586324056,-100.53962097167968,1.011034647623698,0.0003038137084028373,0.003790750897799929
70,-1.2526863176943892,-92.34821345442433,-93.6323343050682,0.0031434536568220642,94.05680381645591,-94.05680381645591,107.71509195963542,-106.70947062174479,-107.71509195963542,1.005621337890625,0.00042441418045200405,0.002925163476417462
71,-1.2674855973760961,-95.01440856416346,-96.31367699574616,0.0031782830473414416,96.92590978590108,-96.92590978590108,102.66423950195312,-101.63521169026693,-102.66423950195312,1.029027811686198,0.0004553650311815242,0.001990808026554684
72,-1.2628619781995223,-95.28493060095836,-96.57885186146882,0.003105928142697124,97.04773802676443,-97.04773802676443,104.08351694742838,-103.06966298421224,-104.08351694742838,1.0138539632161458,0.0003647666540928185,0.00169992350662748
73,-1.2542676986274073,-97.70186653783766,-98.988721944518,0.003258770436316855,99.41468177407475,-99.41468177407475,103.08744506835937,-102.06685994466146,-103.08744506835937,1.0205851236979167,0.0003654742632837345,0.0023237996734678744
74,-1.2741217926397161,-100.16052815065545,-101.46702911894201,0.0032379171175692797,101.91627592959647,-101.91627592959647,105.37301381429036,-104.35228576660157,-105.37301381429036,1.020728047688802,0.00046319592511281373,0.0024340012265990176
75,-1.2961610222266893,-98.9253798662606,-100.25266446905621,0.003112357950343166,100.71113896774034,-100.71113896774034,111.66905110677084,-110.63869018554688,-111.66905110677084,1.0303609212239584,0.00039521119518515967,0.0027410529864331087
76,-1.286895798424543,-97.39232376874503,-98.71018425892976,0.003096469013036181,99.49967659125893,-99.49967659125893,101.6533432006836,-100.61972401936849,-101.6533432006836,1.033619181315104,0.00037038441320570806,0.0015600467566400766
77,-1.2767509252338085,-99.18296568272477,-100.49237189858647,0.0032655295592306528,100.8477970705194,-100.8477970705194,105.78452809651692,-104.76163482666016,-105.78452809651692,1.0228932698567708,0.0005131474075218042,0.002700828512509664
78,-1.2606639356936438,-101.32386909096928,-102.6175582368495,0.0033025205218217384,102.73686864820577,-102.73686864820577,108.13090515136719,-107.09501088460287,-108.13090515136719,1.035894266764323,0.000312334611468638,0.0028924718343963226
79,-1.2430024268263478,-105.17784946247683,-106.45565563137248,0.003480375187976633,106.11053919388075,-106.11053919388075,112.67166849772136,-111.63470764160157,-112.67166849772136,1.0369608561197916,0.00035899952636100354,0.003287621649603049
80,-1.2318260972782717,-103.28296376891055,-104.54722052105403,0.003243065336561304,104.7372296866724,-104.7372296866724,111.98942413330079,-110.95456441243489,-111.98942413330079,1.0348597208658854,0.0005036298496027788,0.002613597083836794
81,-1.2513290431539892,-102.43878238484011,-103.72225021103681,0.003213878890688894,103.86112407102424,-103.86112407102424,111.97496643066407,-110.94268290201823,-111.97496643066407,1.0322835286458334,0.00048145918602434296,0.0023756798356771467
82,-1.2671787112446156,-103.69744653216863,-104.99707315735898,0.0032447908799779616,105.30878357968088,-105.30878357968088,108.33107248942058,-107.30401662190755,-108.33107248942058,1.0270558675130208,0.000460161390947178,0.0019028949240843455
83,-1.2892541925785905,-102.44331657280357,-103.7643366668184,0.0031765896463924544,104.50543549101232,-104.50543549101232,108.87699076334636,-107.83714141845704,-108.87699076334636,1.039849344889323,0.0004268225010794898,0.002870836155489087
84,-1.2196845371844405,-102.9227148799573,-104.17638345492088,0.0033984031859722176,103.80210811808958,-103.80210811808958,106.13314717610677,-105.10086873372396,-106.13314717610677,1.0322784423828124,0.000530456150105844,0.0022681909302870434
85,-1.256565203100948,-100.9559915833554,-102.24528800835044,0.0032731221132453973,102.5716228161828,-102.5716228161828,105.78129425048829,-104.75118408203124,-105.78129425048829,1.0301101684570313,0.00041860763837272923,0.0024295882787555454
86,-1.2597074175285081,-97.8723734192929,-99.16524764238778,0.003316680719223568,99.26611793647378,-99.26611793647378,106.02749074300131,-105.00191904703776,-106.02749074300131,1.0255716959635417,0.00045641715405508876,0.0020754676001767318
87,-1.2638960854481842,-98.42085938534494,-99.71718752586236,0.0032432053032946787,100.24498684123411,-100.24498684123411,110.5923838297526,-109.53130900065104,-110.5923838297526,1.0610748291015626,0.0005673240598601599,0.002480660146102309
88,-1.2710270396733687,-103.17218185683429,-104.47534011582196,0.003213121457088549,104.88873109979144,-104.88873109979144,112.15589599609375,-111.10163828531901,-112.15589599609375,1.0542577107747395,0.00041560734389349817,0.0031919614411890507
89,-1.2479995155738572,-104.45633257849742,-105.73877858307402,0.0034446486319273206,105.69115771277477,-105.69115771277477,112.01986490885416,-110.96477355957032,-112.01986490885416,1.055091349283854,0.00037862258420015376,0.002922560196990768
90,-1.279456326517008,-103.65180025262347,-104.96443784034858,0.00331812548861539,105.34367124913102,-105.34367124913102,114.53818155924479,-113.50006713867188,-114.53818155924479,1.0381144205729167,0.0005053454641407977,0.0026963860727846622
91,-1.2878372911679543,-106.6220218205856,-107.94294712907177,0.0033088015329282164,108.40477494062003,-108.40477494062003,116.57164967854818,-115.53089650472005,-116.57164967854818,1.040753173828125,0.00039609650848433376,0.001976376461486022
92,-1.2879991773831643,-109.10369239419194,-110.42603586487851,0.0034344296318368386,110.81298000529661,-110.81298000529661,113.01021728515624,-111.97520497639974,-113.01021728515624,1.0350123087565104,0.0003175108480112006,0.0022201313637197017
93,-1.2623015086529619,-108.87079193632482,-110.16649304406117,0.0033399597702200635,110.52248511880131,-110.52248511880131,115.13817087809245,-114.10199534098307,-115.13817087809245,1.036175537109375,0.0004746117784331242,0.0021361799522613485
94,-1.2731258606506606,-113.34251365015062,-114.64955811581369,0.0033918604594102854,115.25579640016717,-115.25579640016717,123.56181081136067,-122.51700083414714,-123.56181081136067,1.0448099772135417,0.0004944988895052423,0.002354262163862586
95,-1.2441583477844627,-111.52798125703455,-112.80606661004535,0.003392700524211435,112.94688079316737,-112.94688079316737,113.96818084716797,-112.92743123372396,-113.96818084716797,1.0407496134440104,0.00036637860078675053,0.0018181711668148637
96,-1.283367307509406,-108.09418991864737,-109.41153691178661,0.0033979682642492955,109.72888364630231,-109.72888364630231,111.88639526367187,-110.86370951334635,-111.88639526367187,1.022685750325521,0.0004493084542142848,0.0019197455995405713
97,-1.2622609754740182,-107.80367098016254,-109.10010800119174,0.003417604782429161,109.35123960850602,-109.35123960850602,120.67370859781902,-119.64244893391927,-120.67370859781902,1.0312596638997396,0.0005247223190963269,0.003119744996850689
98,-1.271874333842326,-110.38988016419492,-111.69635772705078,0.003460323532759133,112.2972183227539,-112.2972183227539,116.71439717610677,-115.67921702067058,-116.71439717610677,1.035180155436198,0.0004323609289713204,0.002699030749499798
99,-1.2510545415393377,-110.95445975610765,-112.2400012258756,0.0034486928291745105,112.37165754932468,-112.37165754932468,128.3066177368164,-127.27865193684896,-128.3066177368164,1.0279657999674479,0.0004981781297829002,0.0024479531527807313
