epoch,train_critic_loss,train_critic_real_score,train_critic_fake_score,train_gradient_penalty,train_generator_loss,train_generator_score,train_vol_penalty,val_generator_loss,val_critic_real_score,val_critic_fake_score,val_wasserstein_estimate,val_mean_gap,val_vol_gap
0,5.583864143261542,-0.48822288473065084,-0.49435523023399025,0.5589996427297592,4.866723977602446,-0.478283012429109,0.08776882118903674,1.8121337890625,-1.8214552402496338,-1.8121337890625,-0.009321451187133789,0.00044637592509388924,0.00659127370454371
1,0.45475370207658183,-1.721872091293335,-1.717681334568904,0.0450562946498394,5.453638003422664,-1.7761338765804584,0.0735500821700463,3.830944538116455,-3.8686397075653076,-3.830944538116455,-0.03769516944885254,0.0007967191049829125,0.005979596870020032
2,0.07756545623907676,-2.7127079413487363,-2.688793035653921,0.005365055099201317,5.208751385028545,-2.7039635181427,0.05009575818593685,5.762341499328613,-5.78105092048645,-5.762341499328613,-0.018709421157836914,0.0013753642560914159,0.0048982929438352585
3,-0.027532116832354896,-2.728830575942993,-2.804575828405527,0.004821313594360477,4.053051930207473,-2.6521348036252537,0.028018342760893013,5.845895528793335,-5.691881418228149,-5.845895528793335,0.15401411056518555,0.001732640143018216,0.0038616330130025744
4,-0.22108704424821413,-3.0361862182617188,-3.306672921547523,0.004939965693315921,4.071146011352539,-3.3668380150428185,0.01408615980583888,4.85965371131897,-4.558166742324829,-4.85965371131897,0.3014869689941406,0.0012358447420410812,0.003196668578311801
5,-0.4456733327645522,-2.5313238088901224,-3.0218467712402344,0.004484963048106203,3.3269814344552846,-2.932281200702374,0.007894004408556681,3.5625956058502197,-2.9754066467285156,-3.5625956058502197,0.5871889591217041,0.0008941384148783982,0.0028401503805071115
6,-0.8463783126610976,-2.069013788149907,-2.9660909542670617,0.005069885015613041,3.362560987472534,-3.0670165832226095,0.005910888242606933,4.090035676956177,-3.040570616722107,-4.090035676956177,1.0494650602340698,0.0008235702116508037,0.002674404182471335
7,-0.9632972937363845,-2.486050477394691,-3.5150019388932447,0.006565416509357209,3.816854770366962,-3.5527509175814114,0.005282077150276074,5.231725454330444,-4.141331911087036,-5.231725454330444,1.0903935432434082,0.0007667036261409521,0.002718027913942933
8,-0.9742300464556768,-2.4885179629692664,-3.5215463638305664,0.005879834348049302,3.776310132100032,-3.5343763644878683,0.004838675188903625,4.330008506774902,-3.202388048171997,-4.330008506774902,1.1276204586029053,0.000750300067011267,0.002468303544446826
9,-0.9914506994760953,-2.3053060861734243,-3.3693155508774977,0.00725587725173682,3.5673103515918436,-3.344367797558124,0.004458850536208887,3.533427357673645,-2.401185989379883,-3.533427357673645,1.1322413682937622,0.0006978925375733525,0.002492695115506649
10,-1.0238046462719257,-2.1692537252719584,-3.2720406238849344,0.00789822700719994,3.3849986516512356,-3.185075668188242,0.003998459603350896,4.047003746032715,-2.875837802886963,-4.047003746032715,1.171165943145752,0.0006512489635497332,0.002230174606665969
11,-1.0312197987849896,-2.5199474004598765,-3.6216546021975002,0.007048740078551838,3.811387007053082,-3.632075694891123,0.0035862276473870645,4.220881223678589,-2.998886823654175,-4.220881223678589,1.221994400024414,0.0006085546629037708,0.0023387293331325054
12,-1.0332558017510634,-2.965165908520038,-4.085354364835299,0.008693268245014433,4.096114268669715,-3.931119827123789,0.0032998893338327226,4.404597043991089,-3.1972073316574097,-4.404597043991089,1.2073897123336792,0.0006339400715660304,0.0020093200146220624
13,-1.023553843681629,-2.8343265056610107,-3.9293770423302283,0.00714966869698121,4.026822511966412,-3.8723691610189586,0.00308906718587073,3.8140430450439453,-2.73540461063385,-3.8140430450439453,1.0786384344100952,0.0006431304500438273,0.0019024853245355189
14,-0.9927682142991286,-3.1477032808157115,-4.19592809677124,0.005545659250436494,4.387053654744075,-4.240882891875047,0.0029234159737825394,4.131361484527588,-3.096841335296631,-4.131361484527588,1.034520149230957,0.000716483045835048,0.001717529958114028
15,-0.9456760608232938,-3.30432888177725,-4.30742073059082,0.0057415787864906285,4.538235224210299,-4.401946471287654,0.0027257751745100203,4.119623184204102,-3.045843720436096,-4.119623184204102,1.0737794637680054,0.0006599786865990609,0.0019523189985193312
16,-0.8929963799623343,-3.258397395794208,-4.232641513531025,0.008124773623421788,4.23695600949801,-4.103787477199848,0.0026633714218265736,4.132189035415649,-3.0771361589431763,-4.132189035415649,1.0550528764724731,0.0006235027103684843,0.001504687243141234
17,-0.8692143972103412,-3.2072583528665395,-4.142545626713679,0.006607287249957712,4.209575469677265,-4.079831031652597,0.0025948867237625215,3.3866251707077026,-2.491921901702881,-3.3866251707077026,0.8947032690048218,0.0005553973605856299,0.0017961753183044493
18,-0.8552765066807086,-3.8760765882638784,-4.783500396288359,0.005214729310514836,4.816006642121535,-4.691318328563984,0.002493767049879982,4.933215618133545,-3.996561050415039,-4.933215618133545,0.9366545677185059,0.0005416625062935054,0.0015317873912863433
19,-0.821277916431427,-4.327065284435566,-5.2040862670311565,0.005574307225358028,5.299691970531757,-5.179071206312913,0.0024124150379345967,4.159153461456299,-3.2726629972457886,-4.159153461456299,0.8864904642105103,0.0005640801100526005,0.0019112580921500921
20,-0.7848327297430772,-4.289286796863262,-5.119504451751709,0.004538491968280421,5.380791150606596,-5.260811182168814,0.0023996000034877886,5.043717622756958,-4.2125349044799805,-5.043717622756958,0.8311827182769775,0.0007308199710678309,0.0013839259627275169
21,-0.7479210129150977,-5.574517433459942,-6.382672419914832,0.006023397346815238,6.457482668069693,-6.341987976661096,0.002309894162373474,4.53135347366333,-3.8143051862716675,-4.53135347366333,0.7170482873916626,0.0006057284190319479,0.0018572682747617364
22,-0.7203766107559204,-5.336187289311336,-6.107908725738525,0.005134482921745915,6.175367208627554,-6.054267993340125,0.002421984108738028,5.171060800552368,-4.36276388168335,-5.171060800552368,0.8082969188690186,0.0007683777657803148,0.0014433517935685813
23,-0.7027298212051392,-5.54541774896475,-6.297203174004188,0.004905560447906072,6.280067223768968,-6.168885414416973,0.0022236349849173655,5.036595344543457,-4.270227670669556,-5.036595344543457,0.7663676738739014,0.0006910906522534788,0.0019480226328596473
24,-0.6766048119618342,-6.019893059363732,-6.746263870826135,0.0049765994682764774,6.754901299109826,-6.639920821556678,0.0022996113492319216,5.287972927093506,-4.6259143352508545,-5.287972927093506,0.6620585918426514,0.0009138219174928963,0.0015075006522238255
